school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,data_source,sleep_hours,mobile_social_hours,core_ability,Math_marks,Math_self_rating,Science_marks,Science_self_rating,Social_Science_marks,Social_Science_self_rating,English_marks,English_self_rating,Hindi_marks,Hindi_self_rating,Total_marks,Average_marks
GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4,real_uci_base,8.8,5.8,44.03216830086286,61,4,45,2,45,3,43,2,45,3,239,47.8
GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0,real_uci_base,7.6,5.6,55.6952887057823,59,4,57,3,67,4,54,3,64,4,301,60.2
GP,F,15,U,LE3,A,3,3,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0,real_uci_base,8.7,6.1,46.688568109692994,60,3,54,3,46,2,44,3,51,3,255,51.0
GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2,real_uci_base,6.3,5.6,44.26678832751775,45,3,44,3,38,2,35,3,38,2,200,40.0
GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,real_uci_base,6.1,4.9,70.34113950007335,59,4,70,3,84,4,63,3,74,4,350,70.0
GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,real_uci_base,7.2,2.8,60.34865186586788,68,4,63,4,57,3,67,3,59,3,314,62.8
GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,real_uci_base,7.6,4.8,61.01234442799409,65,3,70,4,67,4,54,3,69,4,325,65.0
GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,2,real_uci_base,7.2,4.3,56.04971339853663,62,5,58,4,47,3,59,4,51,3,277,55.4
GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0,real_uci_base,6.0,3.0,56.70015546823269,47,2,39,2,68,3,50,3,53,3,257,51.4
GP,F,16,U,GT3,T,1,1,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0,real_uci_base,7.7,7.0,39.08681102711043,41,2,35,3,40,2,35,2,36,3,187,37.4
GP,F,16,U,LE3,T,1,2,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0,real_uci_base,6.5,6.9,54.13916827052553,37,3,66,2,68,5,49,3,53,3,273,54.6
GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,0,real_uci_base,7.6,6.9,61.62420983226935,72,5,79,5,68,3,61,4,71,4,351,70.2
GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,real_uci_base,7.7,6.7,56.623182000437865,67,3,69,4,64,3,53,4,58,3,311,62.2
GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,real_uci_base,6.7,6.8,51.11947961283535,49,3,66,3,47,3,54,3,57,3,273,54.6
GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0,real_uci_base,6.4,5.1,51.789523748263626,55,4,62,4,49,3,59,3,45,3,270,54.0
GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0,real_uci_base,6.1,5.5,62.64564506194518,53,3,72,4,67,4,57,4,75,3,324,64.8
GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,real_uci_base,7.1,3.5,59.14876843404642,59,3,58,3,67,3,68,4,42,3,294,58.8
GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6,real_uci_base,7.6,4.8,59.52367579534035,75,4,66,4,61,4,58,3,64,4,324,64.8
GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,real_uci_base,6.1,5.4,67.62103179428632,67,4,76,5,73,4,73,4,70,4,359,71.8
GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,real_uci_base,7.2,6.0,73.91570047291708,89,5,83,5,81,4,83,5,77,5,413,82.6
GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,real_uci_base,6.9,5.3,36.61207448555949,35,3,42,3,25,2,30,3,25,3,157,31.4
GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,real_uci_base,7.0,3.3,44.138475777222325,41,3,47,2,41,3,41,3,45,2,215,43.0
GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4,real_uci_base,7.2,5.3,48.71774964656799,51,3,47,3,52,3,52,4,36,3,238,47.6
GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,real_uci_base,6.6,5.5,53.845676009135175,45,3,64,3,62,3,47,3,43,3,261,52.2
GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,real_uci_base,6.5,4.3,60.36259791739769,53,3,63,4,58,4,57,3,55,3,286,57.2
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,real_uci_base,5.9,3.0,72.66321607320285,71,4,63,4,78,5,67,4,66,3,345,69.0
GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0,real_uci_base,9.1,5.4,20.074401169110708,38,3,14,1,16,2,21,2,16,2,105,21.0
GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14,real_uci_base,7.4,4.8,49.29668228944443,50,4,44,3,54,2,59,3,61,3,268,53.6
GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,real_uci_base,7.0,3.7,38.32454285678884,28,3,34,2,23,2,32,2,58,3,175,35.0
GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,real_uci_base,7.2,4.5,53.50510510143496,62,3,55,3,44,3,53,3,54,3,268,53.6
GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,real_uci_base,7.3,5.5,54.43605550169084,55,3,56,3,55,3,56,3,55,3,277,55.4
GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,real_uci_base,7.1,6.2,36.59442624307099,40,2,43,3,24,2,33,2,40,3,180,36.0
GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,real_uci_base,7.7,4.9,53.60582445786443,69,4,53,3,60,4,51,3,56,3,289,57.8
GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,real_uci_base,7.9,6.1,53.12107693376608,54,3,58,3,53,3,61,3,50,2,276,55.2
GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,real_uci_base,6.9,5.0,68.6085578175684,65,4,76,4,78,4,59,3,68,4,346,69.2
GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,real_uci_base,6.6,4.1,73.96749750369666,73,4,72,4,88,5,73,3,78,4,384,76.8
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,real_uci_base,7.2,6.2,47.8513055845149,54,2,66,4,38,2,37,3,46,4,241,48.2
GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,real_uci_base,5.5,3.0,48.61197798481211,27,2,51,3,51,3,43,3,58,5,230,46.0
GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,real_uci_base,6.0,5.8,60.833489084012186,61,4,72,4,65,4,56,3,61,3,315,63.0
GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,real_uci_base,8.7,5.9,56.04903565950824,69,2,46,4,58,3,73,4,67,3,313,62.6
GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,real_uci_base,8.5,2.9,43.1018256553839,59,4,38,3,30,2,50,2,38,3,215,43.0
GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,real_uci_base,7.1,6.0,44.43174720787189,45,3,51,3,31,2,30,2,44,3,201,40.2
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,real_uci_base,7.2,5.7,59.70779116667372,69,4,69,4,61,4,48,3,72,5,319,63.8
GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,real_uci_base,6.8,2.9,65.67642549904319,78,4,65,4,70,4,65,4,68,5,346,69.2
GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,real_uci_base,9.7,4.6,49.55124154304559,71,3,49,3,54,3,58,4,59,4,291,58.2
GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,real_uci_base,8.1,5.8,58.72862872990311,72,4,64,3,70,4,66,4,51,3,323,64.6
GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,real_uci_base,7.5,4.7,46.29181482980815,45,3,30,1,39,2,40,3,45,3,199,39.8
GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,real_uci_base,6.4,7.4,44.48313682218674,38,3,60,4,34,2,53,3,51,3,236,47.2
GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,real_uci_base,6.6,6.4,40.22808517181287,39,2,37,2,48,3,32,3,54,3,210,42.0
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,real_uci_base,7.3,6.3,58.44082236220859,66,4,68,4,48,3,71,4,52,2,305,61.0
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,real_uci_base,7.0,4.7,42.129072813668174,40,2,46,3,36,3,34,2,33,3,189,37.8
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,real_uci_base,6.3,6.3,44.88038247575629,41,2,54,3,40,3,36,2,53,3,224,44.8
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,real_uci_base,6.9,5.5,62.609054129312064,55,4,60,4,71,4,51,2,65,4,302,60.4
GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,real_uci_base,6.0,3.7,63.10765720727234,67,3,59,3,56,3,60,4,54,3,296,59.2
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,real_uci_base,7.8,3.6,66.67290968290507,76,4,72,5,66,4,68,3,61,3,343,68.6
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,real_uci_base,7.7,4.5,63.59382660712457,72,3,65,3,70,3,68,3,57,3,332,66.4
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,real_uci_base,6.8,6.4,50.8565034255953,55,2,60,4,48,3,47,3,42,2,252,50.4
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,real_uci_base,8.2,6.2,57.451717328359,76,4,58,4,48,3,59,4,68,4,309,61.8
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,real_uci_base,7.8,5.8,49.17191593805741,52,4,51,3,47,2,54,4,51,3,255,51.0
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,real_uci_base,6.2,3.1,64.9476794300829,62,3,58,4,67,3,52,3,67,3,306,61.2
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,real_uci_base,8.2,1.9,47.210071248259,62,3,35,3,56,3,56,3,54,4,263,52.6
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,real_uci_base,8.1,5.4,47.03835883580092,49,3,54,3,49,3,52,3,54,3,258,51.6
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,real_uci_base,6.7,7.0,41.07910910887972,30,3,60,4,34,2,43,3,47,3,214,42.8
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,real_uci_base,7.3,6.8,53.32098102718599,58,3,57,3,50,3,62,3,67,4,294,58.8
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,real_uci_base,6.8,4.3,45.09760972134288,44,3,48,2,28,3,41,2,35,3,196,39.2
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,real_uci_base,6.7,5.2,49.06085998331234,46,3,40,3,48,2,54,3,54,2,242,48.4
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,real_uci_base,7.8,5.5,45.9731462468814,53,4,50,3,53,3,40,4,49,2,245,49.0
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,real_uci_base,9.0,5.9,37.53520720774736,57,3,45,3,27,2,35,2,37,2,201,40.2
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,real_uci_base,6.2,3.6,45.80443396009346,36,2,47,3,40,3,49,4,44,3,216,43.2
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,real_uci_base,7.4,7.3,61.73464067226077,77,4,75,4,72,4,67,3,61,4,352,70.4
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,real_uci_base,6.7,5.0,60.767055806564905,63,4,70,3,64,3,74,4,67,3,338,67.6
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,real_uci_base,7.3,6.8,41.1206523021991,40,3,44,3,39,3,29,3,35,3,187,37.4
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,real_uci_base,7.0,6.6,47.46649802440463,44,2,52,3,46,3,46,3,54,3,242,48.4
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,real_uci_base,7.1,6.8,33.7964611455035,32,3,29,2,25,3,28,2,30,2,144,28.8
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,real_uci_base,7.3,5.1,60.19062877584864,66,4,67,4,61,3,60,4,79,4,333,66.6
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,real_uci_base,6.8,5.6,39.67245624086247,33,2,46,3,51,3,29,2,49,3,208,41.6
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,real_uci_base,7.9,6.8,42.97415077178805,41,3,43,3,46,4,41,4,56,3,227,45.4
GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,real_uci_base,6.9,4.3,55.87632612489772,59,3,54,3,57,4,58,3,63,3,291,58.2
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,real_uci_base,6.8,4.2,63.97249386460192,73,4,70,4,65,3,62,4,70,4,340,68.0
GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,real_uci_base,6.8,8.0,20.0,20,2,33,3,14,1,18,2,28,2,113,22.6
GP,F,17,U,LE3,A,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,real_uci_base,7.0,3.7,37.06191376643922,29,2,29,3,30,3,46,2,43,2,177,35.4
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,real_uci_base,8.1,3.8,49.74967949406624,53,3,41,3,50,2,46,3,46,3,236,47.2
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,real_uci_base,8.0,6.6,43.274569138670536,54,3,46,2,42,3,36,2,44,3,222,44.4
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,real_uci_base,6.8,4.0,43.00567951160194,32,3,48,4,43,3,29,2,50,3,202,40.4
GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,real_uci_base,7.5,2.9,41.5778038363305,46,3,44,3,37,3,40,2,41,3,208,41.6
GP,F,16,U,GT3,A,2,2,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,real_uci_base,8.1,4.7,45.31104759160856,50,3,47,3,60,3,43,3,45,3,245,49.0
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,real_uci_base,6.1,3.6,62.45821647199866,59,4,63,3,64,3,64,3,58,4,308,61.6
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,real_uci_base,7.4,6.2,58.9224749757962,65,4,71,4,59,4,55,4,60,3,310,62.0
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,real_uci_base,6.9,4.4,60.24094912209163,63,3,51,3,67,4,52,3,69,3,302,60.4
GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,real_uci_base,7.5,2.4,54.44457496968876,63,3,60,3,57,3,59,4,49,3,288,57.6
GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,real_uci_base,7.0,6.2,29.447979044933785,26,2,27,2,27,2,28,2,37,3,145,29.0
GP,F,18,U,GT3,A,3,2,other,services,course,other,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,real_uci_base,5.8,4.6,44.86178129511828,27,2,37,2,36,3,50,2,34,3,184,36.8
GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,real_uci_base,6.4,4.0,27.773588681471445,7,1,26,3,10,1,17,2,27,2,87,17.4
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,real_uci_base,7.6,6.2,50.56925428250923,52,3,63,3,55,3,57,3,53,3,280,56.0
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,real_uci_base,7.6,5.0,20.1131307299699,26,3,22,2,7,1,7,1,31,2,93,18.6
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,real_uci_base,6.9,4.8,43.33933701240542,33,3,48,2,32,3,41,2,40,4,194,38.8
GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,real_uci_base,8.2,5.8,23.80647194552881,26,2,10,2,6,1,24,1,27,2,93,18.6
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,real_uci_base,5.5,3.6,62.35358184325463,57,4,68,4,62,3,66,5,61,4,314,62.8
GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,real_uci_base,7.3,3.1,41.568077238368765,46,3,44,2,47,2,39,4,40,2,216,43.2
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,real_uci_base,6.2,5.0,60.13982272088182,54,3,57,4,57,3,62,4,64,4,294,58.8
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,real_uci_base,7.1,6.3,31.654533831976547,31,2,33,2,28,3,20,2,33,2,145,29.0
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,real_uci_base,7.0,4.5,58.06659747938016,58,4,63,4,51,3,69,4,57,3,298,59.6
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,real_uci_base,7.0,5.3,38.34621918127944,32,2,31,3,36,3,31,2,46,2,176,35.2
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,real_uci_base,7.4,7.1,30.91668840974907,36,2,44,3,31,2,31,3,25,1,167,33.4
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,real_uci_base,8.1,5.5,52.04814992921687,63,4,61,4,50,3,44,4,59,3,277,55.4
GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,real_uci_base,7.2,6.0,38.88850788325467,36,3,41,3,34,2,36,2,43,3,190,38.0
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,real_uci_base,7.9,5.9,44.916376456626494,64,4,56,4,45,3,43,3,36,2,244,48.8
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,real_uci_base,6.5,3.8,57.82966822389639,46,3,54,4,69,4,51,3,51,3,271,54.2
GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,real_uci_base,7.7,3.6,49.08699480235671,60,3,47,3,48,4,50,3,28,3,233,46.6
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,real_uci_base,8.6,3.9,44.40551709070111,64,4,32,3,43,3,49,4,36,2,224,44.8
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,real_uci_base,6.0,6.6,35.66319382213557,16,1,35,2,34,2,27,1,39,1,151,30.2
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,real_uci_base,7.0,7.1,20.0,19,1,22,2,17,1,9,2,20,2,87,17.4
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,real_uci_base,8.1,5.8,27.75728110816837,30,2,32,2,13,1,29,3,30,3,134,26.8
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,real_uci_base,6.8,3.6,57.666333687108974,58,3,63,3,64,4,53,3,48,3,286,57.2
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,real_uci_base,8.0,7.3,43.47398876468765,49,3,46,1,45,3,48,3,44,4,232,46.4
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,real_uci_base,7.0,3.2,57.51256011844505,57,3,63,4,56,3,45,3,54,3,275,55.0
